no.,stage,date,weekday,match_no,team,player,point,rank,pt,host,commentary,judge,reporter,round_no,win_no,deal_in_no,riichi_no,call_no,drawn_no,renchan_no,4call_no
959,2022R,2023/02/14,火,1,セガサミーフェニックス,東城りお,41100,1,61.1,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,4,0,1,7,2,1,0
960,2022R,2023/02/14,火,2,セガサミーフェニックス,魚谷侑未,19400,3,-20.6,松嶋桃,石橋伸洋,梶本琢程,松本圭世,16,4,1,4,4,4,2,0
960,2022R,2023/02/14,火,2,赤坂ドリブンズ,村上淳,38200,1,58.2,松嶋桃,石橋伸洋,梶本琢程,松本圭世,16,4,1,3,4,4,3,0
960,2022R,2023/02/14,火,2,EX風林火山,二階堂亜樹,38100,2,18.1,松嶋桃,石橋伸洋,梶本琢程,松本圭世,16,2,0,3,3,4,1,0
960,2022R,2023/02/14,火,2,U-NEXT Pirates,小林剛,4300,4,-55.7,松嶋桃,石橋伸洋,梶本琢程,松本圭世,16,2,2,4,7,4,2,0
961,2022R,2023/02/16,木,1,赤坂ドリブンズ,鈴木たろう,5700,3,-34.3,日吉辰哉,楢原和人,張敏賢,松本圭世,15,2,4,6,1,2,1,0
961,2022R,2023/02/16,木,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,75600,1,95.6,日吉辰哉,楢原和人,張敏賢,松本圭世,15,7,0,6,7,2,4,0
961,2022R,2023/02/16,木,1,TEAM RAIDEN / 雷電,本田朋広,1300,4,-58.7,日吉辰哉,楢原和人,張敏賢,松本圭世,15,1,3,3,6,2,1,0
961,2022R,2023/02/16,木,1,EX風林火山,勝又健志,17400,2,-2.6,日吉辰哉,楢原和人,張敏賢,松本圭世,15,3,1,2,1,2,1,0
962,2022R,2023/02/16,木,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,33200,1,53.2,日吉辰哉,楢原和人,張敏賢,松本圭世,9,3,0,0,2,2,0,0
962,2022R,2023/02/16,木,2,EX風林火山,二階堂瑠美,24100,3,-15.9,日吉辰哉,楢原和人,張敏賢,松本圭世,9,1,1,2,4,2,1,0
962,2022R,2023/02/16,木,2,KONAMI 麻雀格闘倶楽部,高宮まり,24700,2,4.7,日吉辰哉,楢原和人,張敏賢,松本圭世,9,1,0,1,2,2,0,0
962,2022R,2023/02/16,木,2,赤坂ドリブンズ,園田賢,18000,4,-42,日吉辰哉,楢原和人,張敏賢,松本圭世,9,2,2,1,5,2,0,0
963,2022R,2023/02/17,金,1,KADOKAWAサクラナイツ,渋川難波,23800,2,3.8,小林未沙,土田浩翔,村田光陽,伊藤友里,12,2,1,4,2,1,2,0
963,2022R,2023/02/17,金,1,セガサミーフェニックス,近藤誠一,7500,4,-52.5,小林未沙,土田浩翔,村田光陽,伊藤友里,12,2,2,2,5,1,0,0
963,2022R,2023/02/17,金,1,U-NEXT Pirates,瑞原明奈,50200,1,70.2,小林未沙,土田浩翔,村田光陽,伊藤友里,12,5,0,5,1,1,2,0
963,2022R,2023/02/17,金,1,渋谷ABEMAS,白鳥翔,18500,3,-21.5,小林未沙,土田浩翔,村田光陽,伊藤友里,12,2,1,3,3,1,0,0
964,2022R,2023/02/17,金,2,U-NEXT Pirates,鈴木優,24900,2,4.9,小林未沙,土田浩翔,村田光陽,伊藤友里,17,3,0,2,14,5,3,0
964,2022R,2023/02/17,金,2,渋谷ABEMAS,松本吉弘,21200,3,-18.8,小林未沙,土田浩翔,村田光陽,伊藤友里,17,3,2,2,6,5,0,0
964,2022R,2023/02/17,金,2,セガサミーフェニックス,東城りお,42100,1,62.1,小林未沙,土田浩翔,村田光陽,伊藤友里,17,5,1,4,9,5,4,0
964,2022R,2023/02/17,金,2,KADOKAWAサクラナイツ,堀慎吾,11800,4,-48.2,小林未沙,土田浩翔,村田光陽,伊藤友里,17,1,1,4,11,5,2,1
965,2022R,2023/02/20,月,1,渋谷ABEMAS,白鳥翔,14700,4,-45.3,日吉辰哉,藤崎智,村田光陽,松本圭世,9,1,2,1,3,1,0,0
965,2022R,2023/02/20,月,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,36600,1,56.6,日吉辰哉,藤崎智,村田光陽,松本圭世,9,2,0,3,3,1,1,0
965,2022R,2023/02/20,月,1,セガサミーフェニックス,魚谷侑未,19700,3,-20.3,日吉辰哉,藤崎智,村田光陽,松本圭世,9,3,2,1,3,1,0,0
965,2022R,2023/02/20,月,1,EX風林火山,松ヶ瀬隆弥,29000,2,9,日吉辰哉,藤崎智,村田光陽,松本圭世,9,2,0,3,1,1,0,0
966,2022R,2023/02/20,月,2,EX風林火山,二階堂亜樹,30500,2,10.5,日吉辰哉,藤崎智,村田光陽,松本圭世,11,2,0,6,1,4,1,0
966,2022R,2023/02/20,月,2,セガサミーフェニックス,茅森早香,37800,1,57.8,日吉辰哉,藤崎智,村田光陽,松本圭世,11,3,0,2,1,4,0,0
966,2022R,2023/02/20,月,2,渋谷ABEMAS,松本吉弘,21500,3,-18.5,日吉辰哉,藤崎智,村田光陽,松本圭世,11,2,1,2,1,4,0,0
966,2022R,2023/02/20,月,2,TEAM RAIDEN / 雷電,萩原聖人,10200,4,-49.8,日吉辰哉,藤崎智,村田光陽,松本圭世,11,0,1,3,4,4,2,0
967,2022R,2023/02/21,火,1,赤坂ドリブンズ,村上淳,15100,3,-24.9,松嶋桃,浅井堂岐,張敏賢,松本圭世,10,1,2,2,1,0,0,0
967,2022R,2023/02/21,火,1,KONAMI 麻雀格闘倶楽部,滝沢和典,22400,2,2.4,松嶋桃,浅井堂岐,張敏賢,松本圭世,10,3,2,2,5,0,1,0
967,2022R,2023/02/21,火,1,KADOKAWAサクラナイツ,岡田紗佳,52200,1,72.2,松嶋桃,浅井堂岐,張敏賢,松本圭世,10,4,0,3,2,0,1,0
967,2022R,2023/02/21,火,1,U-NEXT Pirates,鈴木優,10300,4,-49.7,松嶋桃,浅井堂岐,張敏賢,松本圭世,10,2,2,0,3,0,0,0
968,2022R,2023/02/21,火,2,KADOKAWAサクラナイツ,内川幸太郎,32800,1,52.8,松嶋桃,浅井堂岐,張敏賢,松本圭世,14,3,2,3,7,5,2,0
968,2022R,2023/02/21,火,2,U-NEXT Pirates,鈴木優,24600,3,-15.4,松嶋桃,浅井堂岐,張敏賢,松本圭世,14,3,0,1,7,5,2,0
968,2022R,2023/02/21,火,2,KONAMI 麻雀格闘倶楽部,高宮まり,11400,4,-48.6,松嶋桃,浅井堂岐,張敏賢,松本圭世,14,1,2,6,3,5,1,0
968,2022R,2023/02/21,火,2,赤坂ドリブンズ,鈴木たろう,31200,2,11.2,松嶋桃,浅井堂岐,張敏賢,松本圭世,14,2,1,3,6,5,1,0
969,2022R,2023/02/23,木,1,セガサミーフェニックス,近藤誠一,25900,2,5.9,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,16,3,1,3,5,5,1,0
969,2022R,2023/02/23,木,1,赤坂ドリブンズ,園田賢,84100,1,104.1,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,16,5,2,5,10,5,4,0
969,2022R,2023/02/23,木,1,TEAM RAIDEN / 雷電,黒沢咲,13600,3,-26.4,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,16,2,2,5,1,5,0,0
969,2022R,2023/02/23,木,1,KADOKAWAサクラナイツ,堀慎吾,-23600,4,-83.6,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,16,1,3,6,8,5,3,0
970,2022R,2023/02/23,木,2,TEAM RAIDEN / 雷電,本田朋広,29100,2,9.1,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,13,3,2,5,4,5,1,0
970,2022R,2023/02/23,木,2,KADOKAWAサクラナイツ,渋川難波,23800,3,-16.2,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,13,1,0,5,1,5,1,0
970,2022R,2023/02/23,木,2,赤坂ドリブンズ,村上淳,32300,1,52.3,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,13,4,3,4,4,5,2,0
970,2022R,2023/02/23,木,2,セガサミーフェニックス,茅森早香,14800,4,-45.2,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,13,0,0,1,1,5,1,0
971,2022R,2023/02/24,金,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,46100,2,26.1,小林未沙,河野直也,梶本琢程,松本圭世,12,4,1,2,5,1,0,0
971,2022R,2023/02/24,金,1,EX風林火山,松ヶ瀬隆弥,7500,3,-32.5,小林未沙,河野直也,梶本琢程,松本圭世,12,2,2,5,1,1,1,0
971,2022R,2023/02/24,金,1,U-NEXT Pirates,瑞原明奈,-1100,4,-61.1,小林未沙,河野直也,梶本琢程,松本圭世,12,2,4,0,6,1,0,0
971,2022R,2023/02/24,金,1,渋谷ABEMAS,日向藍子,47500,1,67.5,小林未沙,河野直也,梶本琢程,松本圭世,12,3,1,2,2,1,3,0
972,2022R,2023/02/24,金,2,U-NEXT Pirates,小林剛,-4100,4,-64.1,小林未沙,河野直也,梶本琢程,松本圭世,14,1,3,1,3,2,0,0
972,2022R,2023/02/24,金,2,渋谷ABEMAS,多井隆晴,20900,3,-19.1,小林未沙,河野直也,梶本琢程,松本圭世,14,3,1,3,9,2,0,0
972,2022R,2023/02/24,金,2,EX風林火山,勝又健志,39100,2,19.1,小林未沙,河野直也,梶本琢程,松本圭世,14,4,0,5,2,2,4,0
972,2022R,2023/02/24,金,2,KONAMI 麻雀格闘倶楽部,滝沢和典,44100,1,64.1,小林未沙,河野直也,梶本琢程,松本圭世,14,4,1,6,2,2,2,0
973,2022R,2023/02/27,月,1,TEAM RAIDEN / 雷電,本田朋広,12000,3,-28,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,2,2,4,0,2,1,0
973,2022R,2023/02/27,月,1,赤坂ドリブンズ,鈴木たろう,2100,4,-57.9,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,0,2,1,0,2,0,0
973,2022R,2023/02/27,月,1,渋谷ABEMAS,松本吉弘,48200,1,68.2,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,6,1,3,3,2,2,0
973,2022R,2023/02/27,月,1,U-NEXT Pirates,仲林圭,37700,2,17.7,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,2,0,5,2,2,1,0
974,2022R,2023/02/27,月,2,渋谷ABEMAS,多井隆晴,4800,3,-35.2,日吉辰哉,土田浩翔,村田光陽,松本圭世,19,2,0,2,7,3,1,0
974,2022R,2023/02/27,月,2,U-NEXT Pirates,仲林圭,2600,4,-57.4,日吉辰哉,土田浩翔,村田光陽,松本圭世,19,2,1,4,11,3,1,0
974,2022R,2023/02/27,月,2,TEAM RAIDEN / 雷電,萩原聖人,37800,2,17.8,日吉辰哉,土田浩翔,村田光陽,松本圭世,19,6,2,5,2,3,4,0
974,2022R,2023/02/27,月,2,赤坂ドリブンズ,園田賢,54800,1,74.8,日吉辰哉,土田浩翔,村田光陽,松本圭世,19,6,3,7,8,3,5,0
975,2022R,2023/02/28,火,1,セガサミーフェニックス,近藤誠一,29900,1,49.9,松嶋桃,藤崎智,村田光陽,伊藤友里,11,2,0,2,5,2,2,0
975,2022R,2023/02/28,火,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,23400,3,-16.6,松嶋桃,藤崎智,村田光陽,伊藤友里,11,2,2,1,4,2,0,0
975,2022R,2023/02/28,火,1,KADOKAWAサクラナイツ,内川幸太郎,24200,2,4.2,松嶋桃,藤崎智,村田光陽,伊藤友里,11,3,1,4,10,2,0,0
975,2022R,2023/02/28,火,1,EX風林火山,勝又健志,22500,4,-37.5,松嶋桃,藤崎智,村田光陽,伊藤友里,11,2,2,3,1,2,1,0
976,2022R,2023/02/28,火,2,KADOKAWAサクラナイツ,内川幸太郎,41400,1,61.4,松嶋桃,藤崎智,村田光陽,伊藤友里,13,5,2,7,4,3,3,0
976,2022R,2023/02/28,火,2,EX風林火山,松ヶ瀬隆弥,32900,2,12.9,松嶋桃,藤崎智,村田光陽,伊藤友里,13,2,0,2,0,3,0,0
976,2022R,2023/02/28,火,2,セガサミーフェニックス,東城りお,2200,4,-57.8,松嶋桃,藤崎智,村田光陽,伊藤友里,13,0,2,2,4,3,1,0
976,2022R,2023/02/28,火,2,KONAMI 麻雀格闘倶楽部,高宮まり,23500,3,-16.5,松嶋桃,藤崎智,村田光陽,伊藤友里,13,3,1,5,5,3,1,0
977,2022R,2023/03/02,木,1,KONAMI 麻雀格闘倶楽部,滝沢和典,29000,1,49,日吉辰哉,HIRO柴田,張敏賢,松本圭世,12,2,0,4,2,4,1,0
977,2022R,2023/03/02,木,1,渋谷ABEMAS,日向藍子,16800,4,-43.2,日吉辰哉,HIRO柴田,張敏賢,松本圭世,12,0,1,1,3,4,2,0
977,2022R,2023/03/02,木,1,赤坂ドリブンズ,丸山奏子,27300,2,7.3,日吉辰哉,HIRO柴田,張敏賢,松本圭世,12,3,1,2,3,4,1,0
977,2022R,2023/03/02,木,1,セガサミーフェニックス,茅森早香,26900,3,-13.1,日吉辰哉,HIRO柴田,張敏賢,松本圭世,12,3,3,3,10,4,0,0
978,2022R,2023/03/02,木,2,赤坂ドリブンズ,園田賢,13100,3,-26.9,日吉辰哉,HIRO柴田,張敏賢,松本圭世,8,1,2,1,9,2,0,0
978,2022R,2023/03/02,木,2,セガサミーフェニックス,魚谷侑未,11200,4,-48.8,日吉辰哉,HIRO柴田,張敏賢,松本圭世,8,1,1,3,0,2,0,0
978,2022R,2023/03/02,木,2,KONAMI 麻雀格闘倶楽部,高宮まり,58200,1,78.2,日吉辰哉,HIRO柴田,張敏賢,松本圭世,8,2,0,2,5,2,0,0
978,2022R,2023/03/02,木,2,渋谷ABEMAS,白鳥翔,17500,2,-2.5,日吉辰哉,HIRO柴田,張敏賢,松本圭世,8,2,0,2,4,2,0,0
979,2022R,2023/03/03,金,1,U-NEXT Pirates,瑞原明奈,16700,3,-23.3,小林未沙,石橋伸洋,梶本琢程,松本圭世,9,3,3,2,7,1,0,0
979,2022R,2023/03/03,金,1,KADOKAWAサクラナイツ,岡田紗佳,42200,1,62.2,小林未沙,石橋伸洋,梶本琢程,松本圭世,9,2,0,2,0,1,0,0
979,2022R,2023/03/03,金,1,EX風林火山,二階堂瑠美,30700,2,10.7,小林未沙,石橋伸洋,梶本琢程,松本圭世,9,2,0,2,1,1,1,0
979,2022R,2023/03/03,金,1,TEAM RAIDEN / 雷電,黒沢咲,10400,4,-49.6,小林未沙,石橋伸洋,梶本琢程,松本圭世,9,1,1,4,0,1,0,0
980,2022R,2023/03/03,金,2,EX風林火山,二階堂亜樹,61100,1,81.1,小林未沙,石橋伸洋,梶本琢程,松本圭世,13,4,0,3,2,2,2,0
980,2022R,2023/03/03,金,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,46500,2,26.5,小林未沙,石橋伸洋,梶本琢程,松本圭世,13,4,1,4,2,2,1,0
980,2022R,2023/03/03,金,2,U-NEXT Pirates,小林剛,22400,3,-17.6,小林未沙,石橋伸洋,梶本琢程,松本圭世,13,3,2,1,5,2,2,0
980,2022R,2023/03/03,金,2,KADOKAWAサクラナイツ,渋川難波,-30000,4,-90,小林未沙,石橋伸洋,梶本琢程,松本圭世,13,0,5,3,3,2,0,0
981,2022R,2023/03/06,月,1,U-NEXT Pirates,仲林圭,29500,1,49.5,日吉辰哉,土田浩翔,村田光陽,松本圭世,15,4,2,3,7,6,1,0
981,2022R,2023/03/06,月,1,KONAMI 麻雀格闘倶楽部,滝沢和典,27200,2,7.2,日吉辰哉,土田浩翔,村田光陽,松本圭世,15,2,2,3,5,6,3,0
981,2022R,2023/03/06,月,1,セガサミーフェニックス,東城りお,23000,3,-17,日吉辰哉,土田浩翔,村田光陽,松本圭世,15,2,2,5,2,6,2,0
981,2022R,2023/03/06,月,1,赤坂ドリブンズ,村上淳,20300,4,-39.7,日吉辰哉,土田浩翔,村田光陽,松本圭世,15,1,1,3,7,6,1,0
982,2022R,2023/03/06,月,2,セガサミーフェニックス,東城りお,-13500,4,-73.5,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,0,3,4,2,1,0,0
982,2022R,2023/03/06,月,2,U-NEXT Pirates,瑞原明奈,29100,3,-10.9,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,2,1,4,3,1,3,0
982,2022R,2023/03/06,月,2,赤坂ドリブンズ,園田賢,51400,1,71.4,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,5,2,6,5,1,1,0
982,2022R,2023/03/06,月,2,KONAMI 麻雀格闘倶楽部,高宮まり,33000,2,13,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,6,0,3,5,1,2,0
983,2022R,2023/03/07,火,1,渋谷ABEMAS,日向藍子,-12300,4,-72.3,松嶋桃,河野直也,梶本琢程,松本圭世,15,0,0,0,6,4,0,0
983,2022R,2023/03/07,火,1,KADOKAWAサクラナイツ,岡田紗佳,75700,1,95.7,松嶋桃,河野直也,梶本琢程,松本圭世,15,6,0,3,6,4,4,0
983,2022R,2023/03/07,火,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,9100,3,-30.9,松嶋桃,河野直也,梶本琢程,松本圭世,15,2,0,3,0,4,2,0
983,2022R,2023/03/07,火,1,EX風林火山,二階堂亜樹,27500,2,7.5,松嶋桃,河野直也,梶本琢程,松本圭世,15,3,1,4,1,4,1,0
984,2022R,2023/03/07,火,2,EX風林火山,松ヶ瀬隆弥,50300,1,70.3,松嶋桃,河野直也,梶本琢程,松本圭世,13,4,0,2,4,3,1,0
984,2022R,2023/03/07,火,2,TEAM RAIDEN / 雷電,萩原聖人,4300,4,-55.7,松嶋桃,河野直也,梶本琢程,松本圭世,13,1,3,5,4,3,2,0
984,2022R,2023/03/07,火,2,KADOKAWAサクラナイツ,堀慎吾,4600,3,-35.4,松嶋桃,河野直也,梶本琢程,松本圭世,13,1,1,2,2,3,1,0
984,2022R,2023/03/07,火,2,渋谷ABEMAS,松本吉弘,40800,2,20.8,松嶋桃,河野直也,梶本琢程,松本圭世,13,4,1,2,5,3,1,0
985,2022R,2023/03/09,木,1,TEAM RAIDEN / 雷電,本田朋広,39100,1,59.1,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,4,2,1,4,0,1,0
985,2022R,2023/03/09,木,1,赤坂ドリブンズ,鈴木たろう,-6700,4,-66.7,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,1,3,2,1,0,0,0
985,2022R,2023/03/09,木,1,渋谷ABEMAS,白鳥翔,36600,2,16.6,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,3,1,2,3,0,0,0
985,2022R,2023/03/09,木,1,U-NEXT Pirates,小林剛,31000,3,-9,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,1,1,0,5,0,0,0
986,2022R,2023/03/09,木,2,赤坂ドリブンズ,園田賢,16000,3,-24,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,1,1,3,4,3,0,0
986,2022R,2023/03/09,木,2,渋谷ABEMAS,多井隆晴,15600,4,-44.4,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,1,0,2,3,3,0,0
986,2022R,2023/03/09,木,2,U-NEXT Pirates,鈴木優,27400,2,7.4,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,2,0,1,6,3,0,0
986,2022R,2023/03/09,木,2,TEAM RAIDEN / 雷電,黒沢咲,41000,1,61,日吉辰哉,藤崎智,張敏賢,伊藤友里,9,2,1,3,2,3,1,0
987,2022R,2023/03/10,金,1,KADOKAWAサクラナイツ,岡田紗佳,27200,2,7.2,松嶋桃,石橋伸洋,梶本琢程,松本圭世,14,4,2,2,5,3,0,0
987,2022R,2023/03/10,金,1,EX風林火山,二階堂亜樹,12800,4,-47.2,松嶋桃,石橋伸洋,梶本琢程,松本圭世,14,1,3,1,4,3,2,0
987,2022R,2023/03/10,金,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,14100,3,-25.9,松嶋桃,石橋伸洋,梶本琢程,松本圭世,14,2,2,4,3,3,2,0
987,2022R,2023/03/10,金,1,セガサミーフェニックス,近藤誠一,45900,1,65.9,松嶋桃,石橋伸洋,梶本琢程,松本圭世,14,4,0,3,3,3,2,0
988,2022R,2023/03/10,金,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,20600,3,-19.4,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,2,1,5,0,3,1,0
988,2022R,2023/03/10,金,2,セガサミーフェニックス,茅森早香,15900,4,-44.1,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,2,2,3,1,3,0,0
988,2022R,2023/03/10,金,2,EX風林火山,勝又健志,29300,2,9.3,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,2,1,1,4,3,2,0
988,2022R,2023/03/10,金,2,KADOKAWAサクラナイツ,内川幸太郎,34200,1,54.2,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,3,2,4,1,3,1,0
989,2022R,2023/03/13,月,1,赤坂ドリブンズ,村上淳,22000,3,-18,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,2,1,2,0,1,0,0
989,2022R,2023/03/13,月,1,セガサミーフェニックス,近藤誠一,9400,4,-50.6,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,0,1,1,1,1,0,0
989,2022R,2023/03/13,月,1,KADOKAWAサクラナイツ,渋川難波,30100,2,10.1,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,3,1,3,4,1,1,0
989,2022R,2023/03/13,月,1,TEAM RAIDEN / 雷電,萩原聖人,38500,1,58.5,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,3,0,4,0,1,0,0
990,2022R,2023/03/13,月,2,KADOKAWAサクラナイツ,内川幸太郎,55900,1,75.9,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,6,1,3,6,3,2,0
990,2022R,2023/03/13,月,2,TEAM RAIDEN / 雷電,本田朋広,11100,3,-28.9,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,2,2,0,4,3,0,0
990,2022R,2023/03/13,月,2,セガサミーフェニックス,東城りお,30800,2,10.8,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,3,1,3,4,3,4,0
990,2022R,2023/03/13,月,2,赤坂ドリブンズ,園田賢,2200,4,-57.8,日吉辰哉,土田浩翔,村田光陽,松本圭世,14,0,3,3,4,3,0,0
991,2022R,2023/03/14,火,1,U-NEXT Pirates,仲林圭,33300,2,13.3,小林未沙,藤崎智,梶本琢程,松本圭世,14,2,0,3,5,3,3,0
991,2022R,2023/03/14,火,1,渋谷ABEMAS,松本吉弘,10000,4,-50,小林未沙,藤崎智,梶本琢程,松本圭世,14,1,2,1,3,3,1,0
991,2022R,2023/03/14,火,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,37400,1,57.4,小林未沙,藤崎智,梶本琢程,松本圭世,14,4,0,5,4,3,1,0
991,2022R,2023/03/14,火,1,EX風林火山,勝又健志,19300,3,-20.7,小林未沙,藤崎智,梶本琢程,松本圭世,14,4,3,6,3,3,1,0
992,2022R,2023/03/14,火,2,EX風林火山,二階堂瑠美,16500,3,-23.5,小林未沙,藤崎智,梶本琢程,松本圭世,15,3,4,4,5,2,0,0
992,2022R,2023/03/14,火,2,KONAMI 麻雀格闘倶楽部,高宮まり,15600,4,-44.4,小林未沙,藤崎智,梶本琢程,松本圭世,15,3,1,2,7,2,5,0
992,2022R,2023/03/14,火,2,U-NEXT Pirates,鈴木優,25700,2,5.7,小林未沙,藤崎智,梶本琢程,松本圭世,15,3,1,2,9,2,1,0
992,2022R,2023/03/14,火,2,渋谷ABEMAS,日向藍子,42200,1,62.2,小林未沙,藤崎智,梶本琢程,松本圭世,15,4,2,5,6,2,1,0
993,2022R,2023/03/16,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,19000,3,-21,日吉辰哉,朝倉康心,張敏賢,松本圭世,10,2,1,3,2,2,1,0
993,2022R,2023/03/16,木,1,U-NEXT Pirates,瑞原明奈,33400,1,53.4,日吉辰哉,朝倉康心,張敏賢,松本圭世,10,3,0,2,1,2,0,0
993,2022R,2023/03/16,木,1,EX風林火山,松ヶ瀬隆弥,31000,2,11,日吉辰哉,朝倉康心,張敏賢,松本圭世,10,2,0,3,0,2,0,0
993,2022R,2023/03/16,木,1,セガサミーフェニックス,東城りお,16600,4,-43.4,日吉辰哉,朝倉康心,張敏賢,松本圭世,10,1,2,3,2,2,1,0
994,2022R,2023/03/16,木,2,セガサミーフェニックス,茅森早香,7800,4,-52.2,日吉辰哉,朝倉康心,張敏賢,松本圭世,15,2,4,2,9,3,2,0
994,2022R,2023/03/16,木,2,EX風林火山,二階堂瑠美,22200,3,-17.8,日吉辰哉,朝倉康心,張敏賢,松本圭世,15,1,1,1,2,3,1,0
994,2022R,2023/03/16,木,2,TEAM RAIDEN / 雷電,黒沢咲,41800,1,61.8,日吉辰哉,朝倉康心,張敏賢,松本圭世,15,6,1,4,0,3,3,0
994,2022R,2023/03/16,木,2,U-NEXT Pirates,瑞原明奈,28200,2,8.2,日吉辰哉,朝倉康心,張敏賢,松本圭世,15,3,2,4,4,3,1,0
995,2022R,2023/03/17,金,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,22300,3,-17.7,小林未沙,河野直也,梶本琢程,松本圭世,9,3,1,6,2,0,0,0
995,2022R,2023/03/17,金,1,赤坂ドリブンズ,丸山奏子,34100,1,54.1,小林未沙,河野直也,梶本琢程,松本圭世,9,3,0,1,5,0,0,0
995,2022R,2023/03/17,金,1,渋谷ABEMAS,多井隆晴,26700,2,6.7,小林未沙,河野直也,梶本琢程,松本圭世,9,2,0,1,1,0,1,0
995,2022R,2023/03/17,金,1,KADOKAWAサクラナイツ,内川幸太郎,16900,4,-43.1,小林未沙,河野直也,梶本琢程,松本圭世,9,1,1,3,3,0,0,0
996,2022R,2023/03/17,金,2,渋谷ABEMAS,多井隆晴,42100,1,62.1,小林未沙,河野直也,梶本琢程,松本圭世,10,4,0,4,3,2,1,0
996,2022R,2023/03/17,金,2,KADOKAWAサクラナイツ,堀慎吾,39000,2,19,小林未沙,河野直也,梶本琢程,松本圭世,10,3,1,4,0,2,1,0
996,2022R,2023/03/17,金,2,赤坂ドリブンズ,園田賢,12300,3,-27.7,小林未沙,河野直也,梶本琢程,松本圭世,10,1,3,3,2,2,0,0
996,2022R,2023/03/17,金,2,KONAMI 麻雀格闘倶楽部,滝沢和典,6600,4,-53.4,小林未沙,河野直也,梶本琢程,松本圭世,10,0,2,2,1,2,0,0
997,2022R,2023/03/20,月,1,TEAM RAIDEN / 雷電,本田朋広,7800,4,-52.2,日吉辰哉,石橋伸洋,村田光陽,松本圭世,11,3,2,3,2,1,1,0
997,2022R,2023/03/20,月,1,セガサミーフェニックス,近藤誠一,25900,2,5.9,日吉辰哉,石橋伸洋,村田光陽,松本圭世,11,1,0,2,3,1,0,0
997,2022R,2023/03/20,月,1,U-NEXT Pirates,小林剛,25500,3,-14.5,日吉辰哉,石橋伸洋,村田光陽,松本圭世,11,2,2,4,5,1,0,0
997,2022R,2023/03/20,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,40800,1,60.8,日吉辰哉,石橋伸洋,村田光陽,松本圭世,11,4,1,5,0,1,2,0
998,2022R,2023/03/20,月,2,U-NEXT Pirates,瑞原明奈,14300,4,-45.7,日吉辰哉,石橋伸洋,村田光陽,松本圭世,10,0,1,1,4,3,1,0
998,2022R,2023/03/20,月,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,23400,2,3.4,日吉辰哉,石橋伸洋,村田光陽,松本圭世,10,3,0,2,2,3,1,0
998,2022R,2023/03/20,月,2,セガサミーフェニックス,魚谷侑未,16200,3,-23.8,日吉辰哉,石橋伸洋,村田光陽,松本圭世,10,1,1,2,5,3,0,0
