no.,stage,date,weekday,match_no,team,player,point,rank,pt,host,commentary,judge,reporter,round_no,win_no,deal_in_no,riichi_no,call_no,drawn_no,renchan_no,4call_no
39,2018R,2018/11/02,金,1,赤坂ドリブンズ,村上淳,30900,2,10.9,松嶋桃,多井隆晴,張敏賢,西澤由夏,8,2,0,2,2,2,0,0
40,2018R,2018/11/02,金,2,赤坂ドリブンズ,園田賢,32700,1,52.7,松嶋桃,多井隆晴,張敏賢,西澤由夏,12,5,3,2,9,1,2,0
40,2018R,2018/11/02,金,2,EX風林火山,勝又健志,27900,3,-12.1,松嶋桃,多井隆晴,張敏賢,西澤由夏,12,2,0,1,2,1,0,0
40,2018R,2018/11/02,金,2,U-NEXT Pirates,朝倉康心,11300,4,-48.7,松嶋桃,多井隆晴,張敏賢,西澤由夏,12,0,0,1,6,1,0,0
40,2018R,2018/11/02,金,2,セガサミーフェニックス,近藤誠一,28100,2,8.1,松嶋桃,多井隆晴,張敏賢,西澤由夏,12,4,2,3,6,1,2,0
41,2018R,2018/11/05,月,1,U-NEXT Pirates,石橋伸洋,35100,2,15.1,松嶋桃,白鳥翔,張敏賢,松本圭世,12,3,0,3,5,2,2,0
41,2018R,2018/11/05,月,1,赤坂ドリブンズ,村上淳,900,4,-59.1,松嶋桃,白鳥翔,張敏賢,松本圭世,12,2,2,2,2,2,1,0
41,2018R,2018/11/05,月,1,EX風林火山,二階堂亜樹,38100,1,58.1,松嶋桃,白鳥翔,張敏賢,松本圭世,12,3,1,2,1,2,1,0
41,2018R,2018/11/05,月,1,TEAM RAIDEN / 雷電,黒沢咲,25900,3,-14.1,松嶋桃,白鳥翔,張敏賢,松本圭世,12,2,2,2,2,2,0,0
42,2018R,2018/11/05,月,2,U-NEXT Pirates,朝倉康心,27500,3,-12.5,松嶋桃,白鳥翔,張敏賢,松本圭世,12,1,1,2,2,4,0,0
42,2018R,2018/11/05,月,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,11700,4,-48.3,松嶋桃,白鳥翔,張敏賢,松本圭世,12,1,2,4,1,4,2,0
42,2018R,2018/11/05,月,2,赤坂ドリブンズ,園田賢,28500,2,8.5,松嶋桃,白鳥翔,張敏賢,松本圭世,12,4,0,2,7,4,0,0
42,2018R,2018/11/05,月,2,EX風林火山,滝沢和典,32300,1,52.3,松嶋桃,白鳥翔,張敏賢,松本圭世,12,2,0,3,2,4,2,0
43,2018R,2018/11/06,火,1,セガサミーフェニックス,魚谷侑未,29000,2,9,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,5,1,3,5,1,2,0
43,2018R,2018/11/06,火,1,赤坂ドリブンズ,鈴木たろう,13700,4,-46.3,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,0,2,2,4,1,0,0
43,2018R,2018/11/06,火,1,U-NEXT Pirates,小林剛,21600,3,-18.4,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,1,1,1,1,1,0,0
43,2018R,2018/11/06,火,1,渋谷ABEMAS,白鳥翔,35700,1,55.7,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,3,2,3,3,1,0,0
44,2018R,2018/11/06,火,2,U-NEXT Pirates,小林剛,38200,1,58.2,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,11,3,1,3,9,4,2,0
44,2018R,2018/11/06,火,2,セガサミーフェニックス,魚谷侑未,14600,4,-45.4,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,11,0,1,1,7,4,1,0
44,2018R,2018/11/06,火,2,赤坂ドリブンズ,鈴木たろう,25000,2,5,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,11,2,2,2,9,4,0,0
44,2018R,2018/11/06,火,2,渋谷ABEMAS,白鳥翔,22200,3,-17.8,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,11,2,1,1,3,4,0,0
45,2018R,2018/11/08,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,19000,3,-21,小林未沙,勝又健志,張敏賢,松本圭世,16,2,0,6,4,3,3,0
45,2018R,2018/11/08,木,1,赤坂ドリブンズ,村上淳,31300,2,11.3,小林未沙,勝又健志,張敏賢,松本圭世,16,4,2,3,4,3,2,0
45,2018R,2018/11/08,木,1,KONAMI 麻雀格闘倶楽部,高宮まり,13100,4,-46.9,小林未沙,勝又健志,張敏賢,松本圭世,16,4,5,6,5,3,2,0
45,2018R,2018/11/08,木,1,セガサミーフェニックス,茅森早香,36600,1,56.6,小林未沙,勝又健志,張敏賢,松本圭世,16,3,1,3,5,3,1,0
46,2018R,2018/11/08,木,2,赤坂ドリブンズ,鈴木たろう,23700,3,-16.3,小林未沙,勝又健志,張敏賢,松本圭世,9,1,2,2,2,1,0,0
46,2018R,2018/11/08,木,2,セガサミーフェニックス,茅森早香,26900,2,6.9,小林未沙,勝又健志,張敏賢,松本圭世,9,3,1,2,4,1,1,0
46,2018R,2018/11/08,木,2,TEAM RAIDEN / 雷電,萩原聖人,20700,4,-39.3,小林未沙,勝又健志,張敏賢,松本圭世,9,2,1,2,2,1,0,0
46,2018R,2018/11/08,木,2,KONAMI 麻雀格闘倶楽部,高宮まり,28700,1,48.7,小林未沙,勝又健志,張敏賢,松本圭世,9,2,1,3,2,1,0,0
47,2018R,2018/11/09,金,1,KONAMI 麻雀格闘倶楽部,前原雄大,50600,1,70.6,松嶋桃,小林剛,張敏賢,松本圭世,15,4,1,2,5,4,4,0
47,2018R,2018/11/09,金,1,セガサミーフェニックス,近藤誠一,-3400,4,-63.4,松嶋桃,小林剛,張敏賢,松本圭世,15,0,2,1,8,4,1,0
47,2018R,2018/11/09,金,1,渋谷ABEMAS,多井隆晴,19200,3,-20.8,松嶋桃,小林剛,張敏賢,松本圭世,15,4,1,2,6,4,0,0
47,2018R,2018/11/09,金,1,EX風林火山,勝又健志,33600,2,13.6,松嶋桃,小林剛,張敏賢,松本圭世,15,3,0,4,5,4,2,0
48,2018R,2018/11/09,金,2,セガサミーフェニックス,魚谷侑未,15700,4,-44.3,松嶋桃,小林剛,張敏賢,松本圭世,11,1,1,0,8,3,1,0
48,2018R,2018/11/09,金,2,渋谷ABEMAS,松本吉弘,32000,1,52,松嶋桃,小林剛,張敏賢,松本圭世,11,3,0,1,4,3,2,0
48,2018R,2018/11/09,金,2,EX風林火山,二階堂亜樹,24300,3,-15.7,松嶋桃,小林剛,張敏賢,松本圭世,11,1,0,3,0,3,0,0
48,2018R,2018/11/09,金,2,KONAMI 麻雀格闘倶楽部,前原雄大,28000,2,8,松嶋桃,小林剛,張敏賢,松本圭世,11,3,2,4,4,3,0,0
49,2018R,2018/11/12,月,1,TEAM RAIDEN / 雷電,黒沢咲,13200,4,-46.8,松嶋桃,多井隆晴,張敏賢,松本圭世,13,2,5,2,3,4,0,0
49,2018R,2018/11/12,月,1,EX風林火山,二階堂亜樹,24100,3,-15.9,松嶋桃,多井隆晴,張敏賢,松本圭世,13,2,0,3,1,4,2,0
49,2018R,2018/11/12,月,1,U-NEXT Pirates,朝倉康心,29000,2,9,松嶋桃,多井隆晴,張敏賢,松本圭世,13,2,1,4,3,4,1,0
49,2018R,2018/11/12,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,33700,1,53.7,松嶋桃,多井隆晴,張敏賢,松本圭世,13,3,2,3,5,4,2,0
50,2018R,2018/11/12,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,30400,2,10.4,松嶋桃,多井隆晴,張敏賢,松本圭世,9,2,0,3,4,1,1,0
50,2018R,2018/11/12,月,2,EX風林火山,滝沢和典,22600,3,-17.4,松嶋桃,多井隆晴,張敏賢,松本圭世,9,1,2,2,3,1,0,0
50,2018R,2018/11/12,月,2,U-NEXT Pirates,石橋伸洋,34500,1,54.5,松嶋桃,多井隆晴,張敏賢,松本圭世,9,4,1,6,3,1,0,0
50,2018R,2018/11/12,月,2,TEAM RAIDEN / 雷電,萩原聖人,12500,4,-47.5,松嶋桃,多井隆晴,張敏賢,松本圭世,9,1,1,2,1,1,0,0
51,2018R,2018/11/13,火,1,TEAM RAIDEN / 雷電,萩原聖人,25600,2,5.6,小林未沙,小林剛,張敏賢,松本圭世,11,2,0,3,0,1,0,0
51,2018R,2018/11/13,火,1,渋谷ABEMAS,白鳥翔,22800,3,-17.2,小林未沙,小林剛,張敏賢,松本圭世,11,3,0,3,2,1,0,0
51,2018R,2018/11/13,火,1,セガサミーフェニックス,茅森早香,49400,1,69.4,小林未沙,小林剛,張敏賢,松本圭世,11,4,3,6,0,1,3,0
51,2018R,2018/11/13,火,1,赤坂ドリブンズ,鈴木たろう,2200,4,-57.8,小林未沙,小林剛,張敏賢,松本圭世,11,1,2,3,3,1,0,0
52,2018R,2018/11/13,火,2,TEAM RAIDEN / 雷電,黒沢咲,32900,2,12.9,小林未沙,小林剛,張敏賢,松本圭世,10,3,1,3,4,1,2,0
52,2018R,2018/11/13,火,2,セガサミーフェニックス,茅森早香,17900,3,-22.1,小林未沙,小林剛,張敏賢,松本圭世,10,2,2,2,3,1,0,0
52,2018R,2018/11/13,火,2,赤坂ドリブンズ,園田賢,34700,1,54.7,小林未沙,小林剛,張敏賢,松本圭世,10,4,1,2,8,1,0,0
52,2018R,2018/11/13,火,2,渋谷ABEMAS,松本吉弘,14500,4,-45.5,小林未沙,小林剛,張敏賢,松本圭世,10,0,0,2,3,1,0,0
53,2018R,2018/11/15,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,34200,2,14.2,小林未沙,勝又健志,張敏賢,松本圭世,12,1,1,1,4,3,1,0
53,2018R,2018/11/15,木,1,赤坂ドリブンズ,鈴木たろう,47000,1,67,小林未沙,勝又健志,張敏賢,松本圭世,12,5,2,5,6,3,2,0
53,2018R,2018/11/15,木,1,U-NEXT Pirates,石橋伸洋,200,4,-59.8,小林未沙,勝又健志,張敏賢,松本圭世,12,0,1,0,6,3,1,0
53,2018R,2018/11/15,木,1,渋谷ABEMAS,白鳥翔,18600,3,-21.4,小林未沙,勝又健志,張敏賢,松本圭世,12,3,2,2,1,3,0,0
54,2018R,2018/11/15,木,2,渋谷ABEMAS,多井隆晴,500,4,-59.5,小林未沙,勝又健志,張敏賢,松本圭世,10,0,1,3,1,2,0,0
54,2018R,2018/11/15,木,2,赤坂ドリブンズ,鈴木たろう,49500,1,69.5,小林未沙,勝又健志,張敏賢,松本圭世,10,3,0,2,6,2,2,0
54,2018R,2018/11/15,木,2,U-NEXT Pirates,小林剛,10500,3,-29.5,小林未沙,勝又健志,張敏賢,松本圭世,10,2,2,3,4,2,0,0
54,2018R,2018/11/15,木,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,39500,2,19.5,小林未沙,勝又健志,張敏賢,松本圭世,10,3,0,3,0,2,0,0
55,2018R,2018/11/16,金,1,EX風林火山,滝沢和典,30700,2,10.7,松嶋桃,村上淳,張敏賢,松本圭世,13,1,0,1,1,4,2,0
55,2018R,2018/11/16,金,1,セガサミーフェニックス,茅森早香,38700,1,58.7,松嶋桃,村上淳,張敏賢,松本圭世,13,2,2,2,4,4,0,0
55,2018R,2018/11/16,金,1,U-NEXT Pirates,朝倉康心,13800,4,-46.2,松嶋桃,村上淳,張敏賢,松本圭世,13,2,2,5,4,4,1,0
55,2018R,2018/11/16,金,1,KONAMI 麻雀格闘倶楽部,高宮まり,16800,3,-23.2,松嶋桃,村上淳,張敏賢,松本圭世,13,4,4,6,3,4,2,0
56,2018R,2018/11/16,金,2,EX風林火山,勝又健志,57900,1,77.9,松嶋桃,村上淳,張敏賢,松本圭世,16,6,2,4,5,2,6,0
56,2018R,2018/11/16,金,2,U-NEXT Pirates,小林剛,14700,2,-5.3,松嶋桃,村上淳,張敏賢,松本圭世,16,3,1,3,4,2,0,0
56,2018R,2018/11/16,金,2,KONAMI 麻雀格闘倶楽部,高宮まり,13400,4,-46.6,松嶋桃,村上淳,張敏賢,松本圭世,16,2,0,4,4,2,2,0
56,2018R,2018/11/16,金,2,セガサミーフェニックス,魚谷侑未,14000,3,-26,松嶋桃,村上淳,張敏賢,松本圭世,16,3,2,2,4,2,0,0
57,2018R,2018/11/19,月,1,赤坂ドリブンズ,鈴木たろう,44900,1,64.9,松嶋桃,白鳥翔,張敏賢,松本圭世,8,3,0,3,2,1,0,0
57,2018R,2018/11/19,月,1,U-NEXT Pirates,朝倉康心,20700,2,0.7,松嶋桃,白鳥翔,張敏賢,松本圭世,8,1,1,1,2,1,0,0
57,2018R,2018/11/19,月,1,EX風林火山,二階堂亜樹,19700,3,-20.3,松嶋桃,白鳥翔,張敏賢,松本圭世,8,2,0,1,3,1,0,0
57,2018R,2018/11/19,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,14700,4,-45.3,松嶋桃,白鳥翔,張敏賢,松本圭世,8,1,2,3,5,1,0,0
58,2018R,2018/11/19,月,2,EX風林火山,滝沢和典,18000,3,-22,松嶋桃,白鳥翔,張敏賢,松本圭世,13,2,0,4,0,3,0,0
58,2018R,2018/11/19,月,2,赤坂ドリブンズ,鈴木たろう,38100,2,18.1,松嶋桃,白鳥翔,張敏賢,松本圭世,13,2,1,2,5,3,2,0
58,2018R,2018/11/19,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,43000,1,63,松嶋桃,白鳥翔,張敏賢,松本圭世,13,4,1,4,4,3,2,0
58,2018R,2018/11/19,月,2,U-NEXT Pirates,石橋伸洋,900,4,-59.1,松嶋桃,白鳥翔,張敏賢,松本圭世,13,2,1,3,8,3,1,0
59,2018R,2018/11/20,火,1,U-NEXT Pirates,小林剛,20800,3,-19.2,小林未沙,村上淳,張敏賢,松本圭世,10,2,0,1,4,3,0,0
59,2018R,2018/11/20,火,1,渋谷ABEMAS,松本吉弘,25300,2,5.3,小林未沙,村上淳,張敏賢,松本圭世,10,2,0,1,7,3,0,0
59,2018R,2018/11/20,火,1,TEAM RAIDEN / 雷電,黒沢咲,39100,1,59.1,小林未沙,村上淳,張敏賢,松本圭世,10,2,3,2,2,3,2,0
59,2018R,2018/11/20,火,1,EX風林火山,勝又健志,14800,4,-45.2,小林未沙,村上淳,張敏賢,松本圭世,10,1,2,2,1,3,0,0
60,2018R,2018/11/20,火,2,U-NEXT Pirates,小林剛,12800,4,-47.2,小林未沙,村上淳,張敏賢,松本圭世,9,0,1,2,3,1,0,0
60,2018R,2018/11/20,火,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,17800,2,-2.2,小林未沙,村上淳,張敏賢,松本圭世,9,2,2,2,1,1,1,0
60,2018R,2018/11/20,火,2,渋谷ABEMAS,白鳥翔,13800,3,-26.2,小林未沙,村上淳,張敏賢,松本圭世,9,4,1,1,8,1,0,0
60,2018R,2018/11/20,火,2,EX風林火山,勝又健志,55600,1,75.6,小林未沙,村上淳,張敏賢,松本圭世,9,2,0,2,0,1,0,0
61,2018R,2018/11/22,木,1,EX風林火山,滝沢和典,24700,3,-15.3,松嶋桃,多井隆晴,張敏賢,松本圭世,11,3,2,3,4,0,3,0
61,2018R,2018/11/22,木,1,赤坂ドリブンズ,鈴木たろう,8300,4,-51.7,松嶋桃,多井隆晴,張敏賢,松本圭世,11,2,2,4,0,0,0,0
61,2018R,2018/11/22,木,1,KONAMI 麻雀格闘倶楽部,前原雄大,32600,2,12.6,松嶋桃,多井隆晴,張敏賢,松本圭世,11,3,1,4,3,0,0,0
61,2018R,2018/11/22,木,1,セガサミーフェニックス,茅森早香,34400,1,54.4,松嶋桃,多井隆晴,張敏賢,松本圭世,11,3,0,1,3,0,0,0
62,2018R,2018/11/22,木,2,赤坂ドリブンズ,鈴木たろう,35600,1,55.6,松嶋桃,多井隆晴,張敏賢,松本圭世,10,3,1,2,10,1,0,0
62,2018R,2018/11/22,木,2,EX風林火山,滝沢和典,16900,4,-43.1,松嶋桃,多井隆晴,張敏賢,松本圭世,10,1,1,1,0,1,0,0
62,2018R,2018/11/22,木,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,27700,2,7.7,松嶋桃,多井隆晴,張敏賢,松本圭世,10,3,1,4,1,1,1,0
62,2018R,2018/11/22,木,2,セガサミーフェニックス,茅森早香,19800,3,-20.2,松嶋桃,多井隆晴,張敏賢,松本圭世,10,2,2,3,2,1,1,0
63,2018R,2018/11/23,金,1,U-NEXT Pirates,小林剛,4900,4,-55.1,松嶋桃,鈴木たろう,張敏賢,松本圭世,10,1,3,3,5,1,0,0
63,2018R,2018/11/23,金,1,渋谷ABEMAS,多井隆晴,26100,3,-13.9,松嶋桃,鈴木たろう,張敏賢,松本圭世,10,3,2,1,10,1,0,0
63,2018R,2018/11/23,金,1,TEAM RAIDEN / 雷電,黒沢咲,34200,2,14.2,松嶋桃,鈴木たろう,張敏賢,松本圭世,10,3,0,1,3,1,1,0
63,2018R,2018/11/23,金,1,セガサミーフェニックス,魚谷侑未,34800,1,54.8,松嶋桃,鈴木たろう,張敏賢,松本圭世,10,2,0,3,3,1,1,0
64,2018R,2018/11/23,金,2,TEAM RAIDEN / 雷電,萩原聖人,35300,2,15.3,松嶋桃,鈴木たろう,張敏賢,松本圭世,12,5,3,6,0,2,1,0
64,2018R,2018/11/23,金,2,U-NEXT Pirates,石橋伸洋,45300,1,65.3,松嶋桃,鈴木たろう,張敏賢,松本圭世,12,4,0,1,5,2,2,0
64,2018R,2018/11/23,金,2,渋谷ABEMAS,多井隆晴,300,4,-59.7,松嶋桃,鈴木たろう,張敏賢,松本圭世,12,0,2,2,1,2,0,0
64,2018R,2018/11/23,金,2,セガサミーフェニックス,魚谷侑未,19100,3,-20.9,松嶋桃,鈴木たろう,張敏賢,松本圭世,12,1,0,2,0,2,1,0
65,2018R,2018/11/26,月,1,TEAM RAIDEN / 雷電,黒沢咲,21500,3,-18.5,松嶋桃,滝沢和典,張敏賢,松本圭世,8,2,1,2,2,2,0,0
65,2018R,2018/11/26,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,17500,4,-42.5,松嶋桃,滝沢和典,張敏賢,松本圭世,8,0,1,0,3,2,0,0
65,2018R,2018/11/26,月,1,渋谷ABEMAS,白鳥翔,32700,1,52.7,松嶋桃,滝沢和典,張敏賢,松本圭世,8,3,1,2,4,2,0,0
65,2018R,2018/11/26,月,1,赤坂ドリブンズ,村上淳,28300,2,8.3,松嶋桃,滝沢和典,張敏賢,松本圭世,8,1,1,1,0,2,0,0
66,2018R,2018/11/26,月,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,38500,1,58.5,松嶋桃,滝沢和典,張敏賢,松本圭世,10,3,1,1,6,0,1,0
66,2018R,2018/11/26,月,2,赤坂ドリブンズ,園田賢,23700,2,3.7,松嶋桃,滝沢和典,張敏賢,松本圭世,10,2,0,2,3,0,0,0
66,2018R,2018/11/26,月,2,渋谷ABEMAS,白鳥翔,19900,3,-20.1,松嶋桃,滝沢和典,張敏賢,松本圭世,10,2,2,1,8,0,1,0
66,2018R,2018/11/26,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,17900,4,-42.1,松嶋桃,滝沢和典,張敏賢,松本圭世,10,3,1,6,2,0,0,0
67,2018R,2018/11/27,火,1,TEAM RAIDEN / 雷電,黒沢咲,51900,1,71.9,松嶋桃,石橋伸洋,張敏賢,松本圭世,10,5,2,3,3,2,0,0
67,2018R,2018/11/27,火,1,KONAMI 麻雀格闘倶楽部,高宮まり,20000,3,-20,松嶋桃,石橋伸洋,張敏賢,松本圭世,10,1,1,4,1,2,0,0
67,2018R,2018/11/27,火,1,赤坂ドリブンズ,鈴木たろう,6800,4,-53.2,松嶋桃,石橋伸洋,張敏賢,松本圭世,10,0,3,5,0,2,1,0
67,2018R,2018/11/27,火,1,EX風林火山,二階堂亜樹,21300,2,1.3,松嶋桃,石橋伸洋,張敏賢,松本圭世,10,2,1,0,3,2,1,0
68,2018R,2018/11/27,火,2,EX風林火山,勝又健志,10800,4,-49.2,松嶋桃,石橋伸洋,張敏賢,松本圭世,11,3,3,2,3,0,1,0
68,2018R,2018/11/27,火,2,TEAM RAIDEN / 雷電,萩原聖人,12900,3,-27.1,松嶋桃,石橋伸洋,張敏賢,松本圭世,11,4,4,4,1,0,1,0
68,2018R,2018/11/27,火,2,赤坂ドリブンズ,鈴木たろう,47500,1,67.5,松嶋桃,石橋伸洋,張敏賢,松本圭世,11,3,0,3,0,0,1,0
68,2018R,2018/11/27,火,2,KONAMI 麻雀格闘倶楽部,高宮まり,28800,2,8.8,松嶋桃,石橋伸洋,張敏賢,松本圭世,11,1,0,1,0,0,0,0
69,2018R,2018/11/29,木,1,EX風林火山,滝沢和典,17400,3,-22.6,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,15,2,1,4,6,3,1,0
69,2018R,2018/11/29,木,1,渋谷ABEMAS,松本吉弘,54000,1,74,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,15,4,1,4,1,3,3,0
69,2018R,2018/11/29,木,1,セガサミーフェニックス,茅森早香,5600,4,-54.4,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,15,3,3,3,3,3,1,0
69,2018R,2018/11/29,木,1,U-NEXT Pirates,石橋伸洋,23000,2,3,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,15,3,0,3,7,3,2,0
70,2018R,2018/11/29,木,2,渋谷ABEMAS,松本吉弘,8300,4,-51.7,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,16,2,2,3,5,6,2,0
70,2018R,2018/11/29,木,2,セガサミーフェニックス,魚谷侑未,11600,3,-28.4,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,16,1,1,3,1,6,1,0
70,2018R,2018/11/29,木,2,EX風林火山,滝沢和典,49500,1,69.5,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,16,3,1,2,8,6,1,0
70,2018R,2018/11/29,木,2,U-NEXT Pirates,石橋伸洋,30600,2,10.6,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,16,4,3,2,12,6,4,0
71,2018R,2018/11/30,金,1,赤坂ドリブンズ,村上淳,16400,4,-43.6,松嶋桃,松本吉弘,張敏賢,松本圭世,16,3,2,6,3,4,2,0
71,2018R,2018/11/30,金,1,EX風林火山,勝又健志,28200,2,8.2,松嶋桃,松本吉弘,張敏賢,松本圭世,16,3,2,3,7,4,3,0
71,2018R,2018/11/30,金,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,22900,3,-17.1,松嶋桃,松本吉弘,張敏賢,松本圭世,16,2,0,6,1,4,3,0
71,2018R,2018/11/30,金,1,TEAM RAIDEN / 雷電,黒沢咲,32500,1,52.5,松嶋桃,松本吉弘,張敏賢,松本圭世,16,4,0,3,2,4,0,0
72,2018R,2018/11/30,金,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,31800,2,11.8,松嶋桃,松本吉弘,張敏賢,松本圭世,10,1,0,3,2,3,0,0
72,2018R,2018/11/30,金,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,19700,3,-20.3,松嶋桃,松本吉弘,張敏賢,松本圭世,10,1,1,3,2,3,0,0
72,2018R,2018/11/30,金,2,赤坂ドリブンズ,園田賢,32100,1,52.1,松嶋桃,松本吉弘,張敏賢,松本圭世,10,3,1,1,6,3,1,0
72,2018R,2018/11/30,金,2,EX風林火山,二階堂亜樹,16400,4,-43.6,松嶋桃,松本吉弘,張敏賢,松本圭世,10,2,3,3,3,3,1,0
73,2018R,2018/12/03,月,1,TEAM RAIDEN / 雷電,萩原聖人,20400,4,-39.6,松嶋桃,白鳥翔,張敏賢,瀧山あかね,11,2,0,3,5,4,0,0
73,2018R,2018/12/03,月,1,U-NEXT Pirates,朝倉康心,34000,1,54,松嶋桃,白鳥翔,張敏賢,瀧山あかね,11,1,0,2,7,4,2,0
73,2018R,2018/12/03,月,1,セガサミーフェニックス,茅森早香,21200,3,-18.8,松嶋桃,白鳥翔,張敏賢,瀧山あかね,11,2,1,2,3,4,0,0
73,2018R,2018/12/03,月,1,赤坂ドリブンズ,鈴木たろう,24400,2,4.4,松嶋桃,白鳥翔,張敏賢,瀧山あかね,11,2,2,4,4,4,1,0
74,2018R,2018/12/03,月,2,セガサミーフェニックス,魚谷侑未,10200,4,-49.8,松嶋桃,白鳥翔,張敏賢,瀧山あかね,10,1,2,2,1,0,0,0
74,2018R,2018/12/03,月,2,赤坂ドリブンズ,園田賢,44000,1,64,松嶋桃,白鳥翔,張敏賢,瀧山あかね,10,6,1,0,8,0,1,0
74,2018R,2018/12/03,月,2,TEAM RAIDEN / 雷電,黒沢咲,27700,2,7.7,松嶋桃,白鳥翔,張敏賢,瀧山あかね,10,2,2,2,1,0,1,0
74,2018R,2018/12/03,月,2,U-NEXT Pirates,朝倉康心,18100,3,-21.9,松嶋桃,白鳥翔,張敏賢,瀧山あかね,10,1,1,2,4,0,0,0
75,2018R,2018/12/04,火,1,渋谷ABEMAS,白鳥翔,26000,3,-14,小林未沙,園田賢,張敏賢,松本圭世,13,3,2,2,8,2,0,0
75,2018R,2018/12/04,火,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,5100,4,-54.9,小林未沙,園田賢,張敏賢,松本圭世,13,2,2,1,4,2,0,0
75,2018R,2018/12/04,火,1,セガサミーフェニックス,近藤誠一,37400,1,57.4,小林未沙,園田賢,張敏賢,松本圭世,13,2,1,3,2,2,2,0
75,2018R,2018/12/04,火,1,EX風林火山,勝又健志,31500,2,11.5,小林未沙,園田賢,張敏賢,松本圭世,13,4,2,4,3,2,3,0
76,2018R,2018/12/04,火,2,セガサミーフェニックス,近藤誠一,29900,2,9.9,小林未沙,園田賢,張敏賢,松本圭世,10,3,1,1,5,2,1,0
76,2018R,2018/12/04,火,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,24900,3,-15.1,小林未沙,園田賢,張敏賢,松本圭世,10,2,0,3,0,2,0,0
76,2018R,2018/12/04,火,2,渋谷ABEMAS,松本吉弘,8400,4,-51.6,小林未沙,園田賢,張敏賢,松本圭世,10,1,0,2,6,2,0,0
76,2018R,2018/12/04,火,2,EX風林火山,勝又健志,36800,1,56.8,小林未沙,園田賢,張敏賢,松本圭世,10,2,1,3,2,2,1,0
77,2018R,2018/12/06,木,1,EX風林火山,滝沢和典,48100,1,68.1,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,12,5,1,2,4,0,3,0
77,2018R,2018/12/06,木,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,20900,3,-19.1,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,12,3,2,2,1,0,0,0
77,2018R,2018/12/06,木,1,渋谷ABEMAS,白鳥翔,9800,4,-50.2,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,12,2,4,2,3,0,1,0
77,2018R,2018/12/06,木,1,赤坂ドリブンズ,村上淳,21200,2,1.2,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,12,2,1,3,0,0,0,0
78,2018R,2018/12/06,木,2,渋谷ABEMAS,多井隆晴,25000,3,-15,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,3,2,1,4,1,0,0
78,2018R,2018/12/06,木,2,赤坂ドリブンズ,園田賢,4900,4,-55.1,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,2,3,0,4,1,0,0
78,2018R,2018/12/06,木,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,43900,1,63.9,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,3,0,3,1,1,2,0
78,2018R,2018/12/06,木,2,EX風林火山,滝沢和典,26200,2,6.2,小林未沙,瀬戸熊直樹,張敏賢,松本圭世,10,1,0,1,1,1,0,0
79,2018R,2018/12/07,金,1,U-NEXT Pirates,朝倉康心,6800,4,-53.2,松嶋桃,多井隆晴,張敏賢,松本圭世,17,2,2,4,3,6,1,0
